Id,SalePrice
2030,272808.84
2031,222549.0
2032,238721.27
2033,252618.52
2034,165226.36
2035,219172.23
2036,189133.77
2037,219881.6
2038,316934.03
2039,218054.98
2040,297478.12
2041,319889.1
2042,182358.16
2043,167244.62
2044,166639.3
2045,186902.55
2046,136832.45
2047,131897.89
2048,132339.3
2049,130705.96
2050,155262.89
2051,98823.91
2052,122558.59
2053,136411.53
2054,83599.67
2055,142793.66
2056,134783.31
2057,100157.54
2058,185111.45
2059,129709.39
2060,164324.11
2061,158706.81
2062,123062.55
2063,111942.26
2064,126924.52
2065,86747.19
2066,156559.75
2067,103781.14
2068,139763.39
2069,78291.3
2070,102054.84
2071,92067.34
2072,119827.61
2073,123348.65
2074,161315.98
2075,132074.94
2076,116810.05
2077,150612.03
2078,114917.086
2079,119883.92
2080,109009.21
2081,113808.2
2082,139704.22
2083,137160.53
2084,105275.15
2085,114622.266
2086,118757.945
2087,108809.5
2088,84758.45
2089,74472.7
2090,127297.77
2091,128730.12
2092,111345.86
2093,121833.59
2094,95217.336
2095,123950.7
2096,70455.42
2097,83536.93
2098,136872.27
2099,51552.96
2100,69997.08
2101,120004.195
2102,106600.34
2103,91082.414
2104,122626.42
2105,113526.8
2106,55208.613
2107,165352.7
2108,110899.69
2109,105992.28
2110,110633.86
2111,131841.55
2112,130110.5
2113,107973.17
2114,93378.81
2115,150731.62
2116,98076.43
2117,131492.36
2118,105324.24
2119,104704.29
2120,103179.8
2121,109009.26
2122,115653.42
2123,77423.164
2124,142066.36
2125,110542.05
2126,135020.27
2127,144706.92
2128,121597.96
2129,74670.04
2130,133690.88
2131,130922.59
2132,103073.22
2133,114830.586
2134,121405.805
2135,97664.83
2136,102313.44
2137,103741.46
2138,126954.79
2139,138856.89
2140,134057.2
2141,137659.23
2142,121945.695
2143,139742.05
2144,105247.06
2145,131540.11
2146,157868.73
2147,143360.2
2148,121077.3
2149,131661.55
2150,207476.34
2151,109103.195
2152,142010.8
2153,162949.02
2154,101832.93
2155,121358.13
2156,249719.64
2157,202743.66
2158,224451.3
2159,193153.38
2160,166165.83
2161,219284.38
2162,389893.12
2163,318203.62
2164,215257.6
2165,180207.4
2166,147896.97
2167,223106.88
2168,200533.77
2169,186501.33
2170,206216.45
2171,147676.67
2172,129416.86
2173,163825.47
2174,214136.03
2175,278797.66
2176,294708.16
2177,226850.67
2178,205284.17
2179,134164.08
2180,197845.22
2181,180911.66
2182,214518.47
2183,170245.9
2184,116293.31
2185,115032.23
2186,137675.27
2187,140839.05
2188,141070.34
2189,308773.72
2190,79576.984
2191,59848.867
2192,73073.19
2193,108873.35
2194,92178.09
2195,96333.82
2196,106070.08
2197,114628.89
2198,142298.14
2199,178652.02
2200,132284.47
2201,131008.305
2202,226166.94
2203,119110.55
2204,170662.66
2205,110594.11
2206,137738.62
2207,219468.86
2208,242030.16
2209,240225.34
2210,112025.94
2211,112861.55
2212,116007.39
2213,99716.78
2214,120067.47
2215,97610.586
2216,145733.75
2217,63636.785
2218,54592.227
2219,55442.74
2220,46153.59
2221,405980.44
2222,296836.06
2223,272623.88
2224,195293.42
2225,123279.625
2226,176410.42
2227,174718.45
2228,260913.02
2229,259348.17
2230,148575.86
2231,228283.6
2232,163721.22
2233,161804.84
2234,219032.89
2235,204519.53
2236,252332.8
2237,289906.34
2238,174508.84
2239,112997.77
2240,147094.03
2241,143480.06
2242,106873.45
2243,116949.36
2244,94376.84
2245,92202.88
2246,127374.26
2247,102767.68
2248,118508.78
2249,114997.05
2250,121753.195
2251,102226.29
2252,166473.95
2253,144759.33
2254,162851.02
2255,182918.94
2256,159462.33
2257,197397.31
2258,147122.2
2259,167944.94
2260,133918.22
2261,188465.39
2262,240462.81
2263,371631.03
2264,429454.53
2265,145501.8
2266,314924.7
2267,365924.56
2268,429988.25
2269,150361.05
2270,181746.61
2271,211972.62
2272,181967.78
2273,152815.2
2274,180806.9
2275,159253.08
2276,172499.7
2277,175994.42
2278,137875.2
2279,137499.84
2280,108569.12
2281,155369.34
2282,173922.7
2283,103385.61
2284,108986.016
2285,130755.14
2286,117614.36
2287,336740.16
2288,262393.06
2289,363205.06
2290,452784.12
2291,324936.44
2292,389802.62
2293,492470.34
2294,433247.25
2295,468581.47
2296,292777.5
2297,343438.06
2298,335909.72
2299,340224.84
2300,320038.1
2301,297566.12
2302,247090.4
2303,229538.23
2304,246515.05
2305,188659.61
2306,182587.16
2307,188610.52
2308,218040.55
2309,267727.47
2310,208701.33
2311,187779.8
2312,162210.0
2313,161359.34
2314,180398.33
2315,172948.17
2316,194395.45
2317,181649.1
2318,180320.69
2319,180341.52
2320,181232.2
2321,248365.16
2322,193885.1
2323,177567.47
2324,172561.67
2325,188820.52
2326,159776.61
2327,197763.88
2328,211512.05
2329,181732.6
2330,175087.56
2331,326165.66
2332,386706.06
2333,308284.44
2334,256762.72
2335,263183.84
2336,304040.0
2337,200295.42
2338,267054.72
2339,202527.94
2340,378157.12
2341,192776.34
2342,236892.53
2343,219843.44
2344,221892.84
2345,220674.34
2346,218037.94
2347,200862.9
2348,253446.66
2349,183211.47
2350,286767.25
2351,267015.7
2352,258712.36
2353,242858.03
2354,138415.72
2355,137698.22
2356,139275.42
2357,175079.61
2358,185499.0
2359,133815.69
2360,107570.64
2361,138762.73
2362,250825.06
2363,124164.01
2364,146654.42
2365,203288.72
2366,176106.58
2367,208378.47
2368,201724.1
2369,185220.33
2370,163028.3
2371,166290.05
2372,180283.62
2373,264778.47
2374,295981.6
2375,225296.97
2376,292639.34
2377,434044.66
2378,147054.48
2379,193856.5
2380,143309.69
2381,162092.3
2382,182978.38
2383,192185.38
2384,254723.61
2385,151107.89
2386,124267.02
2387,125628.555
2388,93248.86
2389,106761.305
2390,138669.16
2391,132610.69
2392,106283.01
2393,151174.23
2394,137389.38
2395,182680.77
2396,132381.31
2397,197069.64
2398,119531.33
2399,50122.047
2400,58887.4
2401,112287.92
2402,125536.37
2403,130129.97
2404,149496.23
2405,145255.34
2406,136694.86
2407,111985.68
2408,136569.83
2409,108573.84
2410,157639.11
2411,106617.85
2412,146924.95
2413,122784.234
2414,147060.4
2415,122618.766
2416,114413.664
2417,123671.04
2418,125669.22
2419,120755.33
2420,113886.125
2421,155167.72
2422,99584.66
2423,113437.49
2424,131559.89
2425,194759.61
2426,128064.34
2427,108345.38
2428,164659.14
2429,114811.56
2430,127254.51
2431,102966.46
2432,134791.31
2433,135306.27
2434,134729.02
2435,138727.55
2436,106896.82
2437,101947.61
2438,124053.17
2439,97582.32
2440,112638.09
2441,82779.34
2442,84551.42
2443,128580.61
2444,116999.22
2445,75050.05
2446,128375.51
2447,148280.55
2448,116779.86
2449,101415.945
2450,136775.66
2451,103787.03
2452,207840.45
2453,88116.65
2454,121463.65
2455,132494.61
2456,143412.19
2457,155440.06
2458,130643.97
2459,108206.81
2460,131118.78
2461,117046.27
2462,118017.484
2463,116787.67
2464,159404.33
2465,124186.14
2466,110772.55
2467,114588.14
2468,78905.375
2469,72325.664
2470,184691.42
2471,210284.75
2472,143023.3
2473,120967.9
2474,64020.81
2475,188461.89
2476,105202.29
2477,110406.08
2478,143314.05
2479,96957.93
2480,137671.28
2481,117158.695
2482,110471.836
2483,107194.336
2484,111193.2
2485,115459.72
2486,137622.14
2487,158762.23
2488,150372.97
2489,141539.94
2490,135639.42
2491,76479.73
2492,175646.3
2493,134621.55
2494,125871.88
2495,69810.92
2496,238394.11
2497,148533.16
2498,102009.9
2499,76423.77
2500,129519.65
2501,126900.1
2502,142680.6
2503,75045.414
2504,291027.44
2505,240883.34
2506,247844.23
2507,270692.88
2508,241884.69
2509,196587.05
2510,198551.73
2511,160897.1
2512,209468.27
2513,194517.8
2514,242517.94
2515,142949.52
2516,160978.86
2517,146609.36
2518,154152.34
2519,218629.11
2520,193703.78
2521,170133.02
2522,221406.73
2523,114531.016
2524,129521.04
2525,143416.2
2526,124519.85
2527,110284.695
2528,118788.57
2529,136420.16
2530,118680.55
2531,239296.55
2532,217919.5
2533,194213.67
2534,208102.06
2535,285165.56
2536,218343.98
2537,237611.06
2538,170227.55
2539,169284.4
2540,165805.25
2541,163167.02
2542,156807.16
2543,121225.414
2544,111888.62
2545,117274.47
2546,114706.25
2547,133446.22
2548,143314.95
2549,153585.95
2550,416211.7
2551,130216.16
2552,116644.36
2553,60588.207
2554,84309.98
2555,107818.25
2556,91504.59
2557,95888.25
2558,74534.25
2559,138848.53
2560,138173.78
2561,148851.6
2562,135135.08
2563,158295.67
2564,190479.39
2565,145249.77
2566,160849.7
2567,128483.734
2568,197811.98
2569,213322.42
2570,105208.86
2571,190089.75
2572,128596.18
2573,198959.83
2574,319554.5
2575,121790.766
2576,111608.16
2577,133282.62
2578,76734.65
2579,45923.598
2580,105327.17
2581,112316.72
2582,133872.16
2583,338209.75
2584,158221.42
2585,175179.88
2586,223540.5
2587,173894.53
2588,145465.23
2589,139120.05
2590,186359.45
2591,197731.39
2592,208718.61
2593,198405.53
2594,156218.02
2595,182762.75
2596,272190.8
2597,168067.98
2598,271712.9
2599,341081.97
2600,181450.69
2601,137546.53
2602,72968.875
2603,85623.62
2604,80284.14
2605,67778.81
2606,136523.9
2607,190851.6
2608,180415.97
2609,158035.56
2610,101171.44
2611,142124.3
2612,146614.9
2613,125516.15
2614,122569.84
2615,142850.38
2616,139588.05
2617,172607.33
2618,180424.42
2619,177372.2
2620,179632.45
2621,169697.88
2622,167233.06
2623,245652.31
2624,288603.62
2625,286719.4
2626,161631.19
2627,158808.42
2628,562022.7
2629,530008.2
2630,414721.6
2631,472005.38
2632,438628.8
2633,321429.7
2634,398265.0
2635,150306.45
2636,168347.38
2637,158602.27
2638,264687.5
2639,176242.45
2640,142577.48
2641,103249.05
2642,176245.92
2643,98179.53
2644,111244.83
2645,104614.34
2646,90944.414
2647,99686.2
2648,132386.33
2649,148278.95
2650,126966.43
2651,136224.12
2652,475023.9
2653,258010.95
2654,253936.6
2655,400355.2
2656,314026.8
2657,341299.84
2658,324060.1
2659,356200.72
2660,340972.25
2661,350869.06
2662,363718.44
2663,269924.2
2664,257948.08
2665,333934.62
2666,271883.16
2667,165642.27
2668,168562.61
2669,170365.38
2670,280665.5
2671,177517.05
2672,199347.73
2673,203194.48
2674,182483.55
2675,175686.2
2676,174817.58
2677,184304.92
2678,224668.4
2679,262572.34
2680,282898.56
2681,365855.78
2682,304099.72
2683,704752.44
2684,296628.22
2685,333655.66
2686,239045.66
2687,297134.62
2688,218681.7
2689,215064.0
2690,357010.44
2691,181157.56
2692,140377.47
2693,205097.06
2694,127149.36
2695,184041.95
2696,170569.61
2697,174363.48
2698,194820.08
2699,159305.88
2700,146394.66
2701,139419.67
2702,93448.05
2703,107825.305
2704,126935.71
2705,106697.45
2706,93965.13
2707,109867.5
2708,123839.27
2709,93813.91
2710,123662.12
2711,361326.0
2712,381859.94
2713,155386.88
2714,145182.98
2715,181319.92
2716,142590.03
2717,190008.2
2718,200563.61
2719,133692.12
2720,157840.53
2721,127107.68
2722,155365.14
2723,139935.92
2724,123760.96
2725,125691.68
2726,143759.7
2727,168853.27
2728,161895.48
2729,143541.52
2730,137288.0
2731,121412.85
2732,116464.305
2733,150935.42
2734,138221.56
2735,132283.1
2736,132098.69
2737,109677.46
2738,125316.8
2739,150415.14
2740,129843.94
2741,135443.84
2742,145422.67
2743,147299.0
2744,147118.38
2745,136989.88
2746,130088.66
2747,133759.95
2748,113719.5
2749,121256.695
2750,124283.0
2751,126586.58
2752,176130.39
2753,141652.77
2754,201276.25
2755,127857.73
2756,92398.07
2757,60977.01
2758,74882.664
2759,149430.27
2760,118764.86
2761,138433.86
2762,129455.664
2763,177170.23
2764,129040.28
2765,252545.88
2766,118498.086
2767,89613.836
2768,122583.16
2769,125162.71
2770,120784.61
2771,97597.85
2772,96780.32
2773,169685.14
2774,138119.42
2775,99352.984
2776,122384.87
2777,136231.52
2778,92742.58
2779,103811.586
2780,86216.38
2781,93023.42
2782,95958.07
2783,92981.35
2784,113292.38
2785,128182.06
2786,60280.81
2787,111271.92
2788,69157.555
2789,180949.17
2790,113983.195
2791,99492.05
2792,69531.586
2793,118580.72
2794,98490.34
2795,103141.08
2796,96611.1
2797,188482.38
2798,101505.25
2799,95912.62
2800,62200.137
2801,99449.37
2802,116884.19
2803,135037.39
2804,124392.625
2805,91991.34
2806,76754.66
2807,179397.4
2808,140899.14
2809,120019.33
2810,125477.82
2811,152775.56
2812,155271.78
2813,147323.3
2814,148072.97
2815,86708.016
2816,211498.3
2817,149734.22
2818,123567.08
2819,162533.25
2820,129254.97
2821,95700.67
2822,180780.61
2823,384659.72
2824,166111.77
2825,132976.72
2826,124945.66
2827,118280.98
2828,212927.17
2829,252104.23
2830,216779.3
2831,164574.6
2832,246804.48
2833,296098.28
2834,223605.86
2835,211441.61
2836,180359.95
2837,159285.11
2838,140718.6
2839,168353.42
2840,195537.98
2841,190912.5
2842,223903.12
2843,140039.11
2844,154623.77
2845,118023.05
2846,207895.06
2847,196155.4
2848,223332.47
2849,191246.25
2850,276265.78
2851,190315.83
2852,212195.05
2853,226699.73
2854,131506.3
2855,189939.67
2856,196114.45
2857,173974.98
2858,193666.56
2859,101558.086
2860,124203.5
2861,120916.09
2862,162299.61
2863,117804.02
2864,250031.27
2865,134548.94
2866,126624.164
2867,103650.34
2868,89960.99
2869,90204.92
2870,117319.45
2871,72726.9
2872,35994.215
2873,92042.71
2874,141214.72
2875,116047.13
2876,144773.36
2877,167104.55
2878,177068.48
2879,138857.14
2880,96351.67
2881,137218.73
2882,161593.61
2883,191060.94
2884,177002.55
2885,177195.5
2886,227769.06
2887,98666.46
2888,129052.875
2889,45425.066
2890,75902.836
2891,135134.11
2892,20693.354
2893,65188.297
2894,28629.31
2895,340531.25
2896,253876.56
2897,188609.75
2898,132326.86
2899,186187.84
2900,152583.28
2901,185878.84
2902,164058.0
2903,313938.8
2904,339720.03
2905,67567.95
2906,172725.17
2907,102495.24
2908,126020.61
2909,129488.91
2910,66614.195
2911,75342.34
2912,144312.53
2913,74675.805
2914,63556.793
2915,74111.59
2916,76610.93
2917,166292.2
2918,107268.78
2919,207031.16
